UID,OT,time,credit,HE,St,Po,Fr,Re,Iss,BG,UG,Year
948039,5,2018/10/16,20,20,1,0,0,17,0,0,1,2 
948042,1,2018/10/16,9,9,1,0,0,3,0,0,1,2 
948070,150,2018/10/16,349,347,236,0,0,129,2,0,2,2 
948077,9,2018/10/16,106,105,54,0,0,13,1,0,2,2 
948163,11,2018/10/16,64,64,54,0,0,7,0,0,1,2 
948182,43,2018/10/16,164,164,184,0,0,1,0,0,2,2 
948210,1,2018/10/16,5,5,0,0,0,1,0,0,1,2 
948256,9,2018/10/16,34,34,27,0,0,9,0,0,1,2 
948263,938,2018/10/16,2686,2582,474,30,2,6778,104,2,5,2 
948286,304,2018/10/16,704,703,234,0,1,73,1,0,3,2 
948300,81,2018/10/17,462,462,421,0,0,13,0,0,2,2 
948315,1,2018/10/17,12,12,4,0,0,0,0,0,1,2 
948317,1,2018/10/17,14,13,1,0,0,2,1,0,1,2 
948344,60,2018/10/17,22,21,2,0,0,299,1,0,0,2 
948373,4,2018/10/17,11,11,13,0,0,6,0,0,1,2 
948375,1,2018/10/17,10,10,1,0,0,0,0,0,1,2 
948422,18,2018/10/17,112,112,103,0,0,0,0,0,2,2 
948428,244,2018/10/17,537,535,454,0,0,67,2,0,3,2 
948439,243,2018/10/17,216,211,292,0,0,21,5,0,2,2 
948460,1,2018/10/17,0,0,1,0,0,0,0,0,1,2 
948489,10,2018/10/17,63,60,48,0,0,7,3,0,1,2 
948493,2,2018/10/17,9,9,1,0,0,1,0,0,1,2 
948494,78,2018/10/17,390,388,329,0,0,50,2,0,2,2 
948500,6,2018/10/17,9,9,1,0,0,0,0,0,1,2 
948541,22,2018/10/17,27,27,20,0,0,22,0,0,1,2 
948559,128,2018/10/17,312,312,297,0,0,7,0,0,2,2 
948682,1,2018/10/17,16,15,2,0,0,5,1,0,1,2 
948695,146,2018/10/18,324,324,132,0,0,121,0,0,2,2 
948696,34,2018/10/18,73,72,66,0,0,9,1,0,1,2 
948729,444,2018/10/18,784,766,80,15,0,530,18,0,3,2 
948730,16,2018/10/18,22,22,12,0,0,31,0,0,1,2 
948731,14,2018/10/18,95,95,2,0,0,11,0,0,1,2 
948732,44,2018/10/18,112,109,118,0,0,48,3,0,2,2 
948750,29,2018/10/18,118,117,107,0,0,10,1,0,2,2 
948756,3,2018/10/18,1,1,1,0,0,5,0,0,1,2 
948774,59,2018/10/18,213,208,115,0,0,170,5,0,2,2 
948787,107,2018/10/18,272,272,1,0,0,27,0,0,2,2 
948816,16,2018/10/18,33,32,18,0,0,8,1,0,1,2 
948818,594,2018/10/18,3777,3754,190,0,0,619,23,0,5,2 
948821,28,2018/10/18,19,19,1,0,0,28,0,0,1,2 
948851,62,2018/10/18,127,127,113,0,0,21,0,0,2,2 
948946,716,2018/10/18,1530,1473,126,20,0,1528,57,0,4,2 
948965,265,2018/10/18,229,217,128,0,0,367,12,0,2,2 
948974,906,2018/10/18,2310,2292,171,0,0,975,18,0,5,2 
948992,518,2018/10/18,847,821,4,0,0,832,26,0,3,2 
949042,7,2018/10/18,41,40,30,0,0,12,1,0,1,2 
949075,2,2018/10/18,7,7,3,0,0,2,0,0,1,2 
949114,1,2018/10/19,7,7,0,0,0,5,0,0,1,2 
949151,143,2018/10/19,356,346,187,0,0,124,10,0,2,2 
949167,5,2018/10/19,16,16,25,0,0,1,0,0,1,2 
949179,196,2018/10/19,418,416,309,0,0,149,2,0,2,2 
949226,4,2018/10/19,13,13,1,0,0,8,0,0,1,2 
949233,2,2018/10/19,6,6,1,0,0,0,0,0,1,2 
949245,1,2018/10/19,15,15,51,0,0,8,0,0,1,2 
949255,2,2018/10/19,2,2,1,0,0,0,0,0,1,2 
949292,18,2018/10/19,70,70,58,0,0,32,0,0,1,2 
949305,87,2018/10/19,1225,1216,223,0,0,120,9,0,4,2 
949335,332,2018/10/19,632,627,371,0,0,90,5,0,3,2 
949336,5,2018/10/19,10,10,1,0,0,0,0,0,1,2 
949415,27,2018/10/19,143,143,124,0,0,2,0,0,2,2 
949439,1,2018/10/19,11,11,1,0,0,1,0,0,1,2 
949476,2,2018/10/19,0,0,1,0,0,0,0,0,1,2 
949587,75,2018/10/20,110,110,132,0,0,21,0,0,2,2 
949595,774,2018/10/20,1591,1554,1,0,0,386,37,0,4,2 
949604,2,2018/10/20,20,20,0,0,0,0,0,0,1,2 
949618,1,2018/10/20,2,2,1,0,0,2,0,0,1,2 
949619,214,2018/10/20,163,162,222,0,0,110,1,0,2,2 
949650,48,2018/10/20,9,9,0,0,0,0,0,0,1,2 
949658,20,2018/10/20,130,128,113,0,0,13,2,0,2,2 
949727,75,2018/10/20,160,139,24,0,0,180,21,0,2,2 
949764,1,2018/10/20,13,13,3,0,0,0,0,0,1,2 
949788,1,2018/10/20,9,9,1,0,0,0,0,0,1,2 
949883,25,2018/10/20,152,152,145,0,0,2,0,0,2,2 
949906,2,2018/10/20,15,15,7,0,0,0,0,0,1,2 
950000,6,2018/10/20,19,19,1,0,0,13,0,0,0,2 
950042,568,2018/10/20,2544,2483,67,0,1,1035,61,0,5,2 
950049,4,2018/10/21,26,26,22,0,0,3,0,0,1,2 
950061,3,2018/10/21,8,8,1,0,0,2,0,0,1,2 
950073,2,2018/10/21,20,20,10,0,0,3,0,0,1,2 
950102,6,2018/10/21,0,0,1,0,0,3,0,0,1,2 
950140,70,2018/10/21,56,56,73,0,0,1,0,0,1,2 
950144,3,2018/10/21,49,49,2,0,0,0,0,0,1,2 
950163,2,2018/10/21,15,15,2,0,0,2,0,0,1,2 
950282,3,2018/10/21,12,12,1,0,0,10,0,0,1,2 
950312,85,2018/10/21,588,583,151,0,0,168,5,0,3,2 
950325,423,2018/10/21,782,778,184,0,0,142,4,0,3,2 
950344,240,2018/10/21,563,538,145,0,0,687,25,0,3,2 
950485,461,2018/10/21,331,331,171,0,0,800,0,0,0,2 
950517,2,2018/10/21,7,7,0,0,0,0,0,0,1,2 
950520,7,2018/10/21,10,10,1,0,0,3,0,0,1,2 
950591,1,2018/10/21,12,12,1,0,0,0,0,0,1,2 
950595,79,2018/10/21,301,299,272,0,1,56,2,0,2,2 
950603,2,2018/10/21,14,14,1,0,0,5,0,0,1,2 
950704,35,2018/10/22,56,56,19,0,0,10,0,0,1,2 
950710,6,2018/10/22,1,1,1,0,0,0,0,0,1,2 
950715,971,2018/10/22,726,715,45,0,0,545,11,0,3,2 
950741,505,2018/10/22,1258,1237,118,0,1,576,21,0,4,2 
950744,5,2018/10/22,13,13,1,0,0,5,0,0,1,2 
950786,3,2018/10/22,36,36,23,0,0,0,0,0,0,2 
950796,1760,2018/10/22,7992,7828,221,74,1,1604,164,1,6,2 
950799,29,2018/10/22,10,10,1,0,0,0,0,0,1,2 
950800,3,2018/10/22,18,18,13,0,0,2,0,0,1,2 
950824,62,2018/10/22,136,136,119,0,0,21,0,0,2,2 
950825,1,2018/10/22,17,17,8,0,0,0,0,0,1,2 
950856,17,2018/10/22,14,13,6,0,0,26,1,0,1,2 
950887,34,2018/10/22,244,244,214,0,0,28,0,0,2,2 
951046,10,2018/10/23,103,103,85,0,0,4,0,0,2,2 
951066,9,2018/10/23,47,47,40,0,0,0,0,0,1,2 
951095,14,2018/10/23,7,6,6,0,0,27,1,0,1,2 
951106,2,2018/10/23,12,12,0,0,0,5,0,0,1,2 
951109,1,2018/10/23,7,7,0,0,0,0,0,0,1,2 
951139,146,2018/10/23,275,274,273,0,0,17,1,0,2,2 
951146,17,2018/10/23,126,125,1,0,0,33,1,0,2,2 
951161,65,2018/10/23,7,7,1,0,0,10,0,0,1,2 
951188,25,2018/10/23,120,120,111,0,0,0,0,0,2,2 
951232,6,2018/10/23,6,6,0,0,0,0,0,0,1,2 
951239,1,2018/10/23,4,4,2,0,0,0,0,0,1,2 
951258,2,2018/10/23,30,30,18,0,0,0,0,0,1,2 
951266,118,2018/10/23,406,402,378,0,0,61,4,0,2,2 
951270,28,2018/10/23,76,66,1,0,0,48,10,0,1,2 
951350,8,2018/10/23,6,6,1,0,0,3,0,0,1,2 
951358,3,2018/10/23,22,22,17,0,0,5,0,0,1,2 
951415,852,2018/10/23,1674,1542,369,14,3,1326,132,0,4,2 
951444,1096,2018/10/24,2768,2684,75,0,0,617,84,0,5,2 
951468,52,2018/10/24,16,16,1,0,0,22,0,0,1,2 
951500,7,2018/10/24,55,55,50,0,0,0,0,0,1,2 
951503,7,2018/10/24,26,26,20,0,0,1,0,0,1,2 
951528,1,2018/10/24,4,4,1,0,0,2,0,0,1,2 
951531,636,2018/10/24,1031,1030,198,0,0,626,1,0,4,2 
951560,34,2018/10/24,26,26,40,0,0,6,0,0,1,2 
951563,164,2018/10/24,2222,2197,121,0,1,492,25,0,5,2 
951569,8,2018/10/24,15,15,8,0,0,16,0,0,1,2 
951577,47,2018/10/24,132,132,96,0,0,8,0,0,2,2 
951580,644,2018/10/24,1022,1015,72,0,0,124,7,0,4,2 
951582,8,2018/10/24,15,14,11,0,0,13,1,0,1,2 
951594,1,2018/10/24,7,6,1,0,0,5,1,0,1,2 
951600,4,2018/10/24,19,19,12,0,0,4,0,0,1,2 
951612,39,2018/10/24,29,27,2,0,0,30,2,0,1,2 
951615,2,2018/10/24,1,1,1,0,0,0,0,0,1,2 
951645,42,2018/10/24,154,148,85,0,0,202,6,0,2,2 
951649,33,2018/10/24,19,19,12,0,0,64,0,0,1,2 
951666,1,2018/10/24,13,13,7,0,0,0,0,0,1,2 
951719,9,2018/10/24,9,9,1,0,0,1,0,0,1,2 
951721,3,2018/10/24,4,4,1,0,0,0,0,0,1,2 
951733,14,2018/10/24,0,0,1,0,0,7,0,0,1,2 
951753,29,2018/10/24,320,320,305,0,0,0,0,0,2,2 
951769,124,2018/10/24,208,202,152,0,0,176,6,0,2,2 
951831,2,2018/10/24,7,7,1,0,0,0,0,0,1,2 
951866,12,2018/10/24,8,8,1,0,0,1,0,0,1,2 
951911,164,2018/10/25,464,464,404,0,0,114,0,0,2,2 
951912,265,2018/10/25,470,467,362,0,0,161,3,0,2,2 
951925,68,2018/10/25,94,94,87,0,0,10,0,0,1,2 
951928,27,2018/10/25,84,84,109,0,0,21,0,0,1,2 
951942,23,2018/10/25,141,141,133,0,0,5,0,0,2,2 
951980,1,2018/10/25,9,9,4,0,0,0,0,0,1,2 
951993,346,2018/10/25,815,815,165,0,0,215,0,0,3,2 
952001,16,2018/10/25,12,8,48,0,0,29,4,0,1,2 
952042,1,2018/10/25,10,10,1,0,0,0,0,0,1,2 
952060,6,2018/10/25,38,38,25,0,0,12,0,0,1,2 
952071,14,2018/10/25,154,152,115,0,0,30,2,0,2,2 
952073,69,2018/10/25,0,0,20,0,0,1,0,0,1,2 
952126,10,2018/10/25,8,7,1,0,0,17,1,0,1,2 
952131,1,2018/10/25,3,3,0,0,0,2,0,0,1,2 
952149,221,2018/10/25,349,349,260,0,0,153,0,0,2,2 
952162,3,2018/10/25,22,22,13,0,0,0,0,0,1,2 
952250,2,2018/10/25,18,18,10,0,0,0,0,0,1,2 
952296,14,2018/10/26,88,88,85,0,0,1,0,0,1,2 
952317,1,2018/10/26,8,8,1,0,0,3,0,0,1,2 
952322,7,2018/10/26,24,24,15,0,0,9,0,0,1,2 
952329,46,2018/10/26,8,8,4,0,0,54,0,0,1,2 
952332,23,2018/10/26,103,103,79,0,0,13,0,0,2,2 
952334,3,2018/10/26,10,10,17,0,0,0,0,0,1,2 
952364,82,2018/10/26,269,263,226,0,1,74,6,0,2,2 
952383,24,2018/10/26,125,125,120,0,0,0,0,0,2,2 
952413,5,2018/10/26,32,32,26,0,0,0,0,0,1,2 
952427,99,2018/10/26,493,493,414,0,0,82,0,0,2,2 
952460,1,2018/10/26,12,12,2,0,0,5,0,0,1,2 
952467,4,2018/10/26,11,11,2,0,0,1,0,0,1,2 
952487,2,2018/10/26,7,7,1,0,0,0,0,0,1,2 
952507,2,2018/10/26,10,10,1,0,0,0,0,0,1,2 
952523,6,2018/10/26,22,22,20,0,0,13,0,0,1,2 
952591,1,2018/10/26,10,10,1,0,0,0,0,0,1,2 
952644,412,2018/10/26,779,776,318,0,1,943,3,0,3,2 
952656,84,2018/10/26,86,85,58,0,0,67,1,0,1,2 
952714,80,2018/10/26,187,181,116,0,0,210,6,0,2,2 
952774,1,2018/10/26,12,12,7,0,0,3,0,0,1,2 
952797,2,2018/10/26,15,15,4,0,0,0,0,0,1,2 
952846,5,2018/10/26,30,30,17,0,0,1,0,0,1,2 
952928,11,2018/10/26,29,29,7,0,0,50,0,0,1,2 
952956,98,2018/10/26,322,322,303,0,0,29,0,0,2,2 
952965,1,2018/10/26,5,5,1,0,0,4,0,0,1,2 
953054,12,2018/10/26,11,11,15,0,0,9,0,0,1,2 
953117,1,2018/10/26,10,10,1,0,0,0,0,0,1,2 
953141,1,2018/10/26,6,6,2,0,0,0,0,0,1,2 
953151,1,2018/10/26,10,10,2,0,0,0,0,0,1,2 
953177,37,2018/10/26,70,70,63,0,0,2,0,0,1,2 
953185,318,2018/10/26,502,494,53,0,0,462,8,0,3,2 
953279,2,2018/10/26,9,9,3,0,0,0,0,0,1,2 
953439,56,2018/10/26,181,177,22,0,0,46,4,0,2,2 
953583,1,2018/10/26,8,8,1,0,0,0,0,0,1,2 
953608,1,2018/10/26,7,7,1,0,0,6,0,0,1,2 
953616,16,2018/10/26,36,36,27,0,0,17,0,0,1,2 
953638,60,2018/10/26,212,203,97,0,0,31,9,0,0,2 
953673,364,2018/10/26,1042,1037,65,0,0,756,5,0,4,2 
953760,544,2018/10/27,762,743,45,0,1,640,19,0,3,2 
953825,177,2018/10/27,518,498,213,0,0,112,20,0,3,2 
953845,1,2018/10/27,1,1,1,0,0,0,0,0,1,2 
953847,11,2018/10/27,74,74,66,0,0,6,0,0,1,2 
953875,13,2018/10/27,83,83,75,0,0,2,0,0,1,2 
953903,5,2018/10/27,47,47,36,0,0,2,0,0,1,2 
953904,5,2018/10/27,38,36,13,0,0,13,2,0,1,2 
953953,14,2018/10/27,87,87,66,0,0,1,0,0,1,2 
954015,1,2018/10/27,7,7,1,0,0,0,0,0,1,2 
954078,28,2018/10/27,98,98,72,0,0,19,0,0,1,2 
954079,2,2018/10/27,10,8,4,0,0,3,2,0,1,2 
954094,1,2018/10/27,10,10,1,0,0,0,0,0,1,2 
954097,140,2018/10/27,636,632,129,4,0,63,4,0,3,2 
954101,4,2018/10/27,3,2,54,0,0,1,1,0,1,2 
954149,93,2018/10/27,305,303,261,0,0,51,2,0,2,2 
954157,4,2018/10/27,23,23,20,0,0,11,0,0,1,2 
954167,3,2018/10/27,27,27,16,0,0,8,0,0,1,2 
954270,17,2018/10/27,90,90,84,0,0,4,0,0,1,2 
954321,50,2018/10/27,128,127,63,0,0,25,1,0,2,2 
954364,2,2018/10/27,19,19,16,0,0,1,0,0,1,2 
954388,1,2018/10/27,12,12,1,0,0,6,0,0,1,2 
954529,5,2018/10/27,25,25,17,0,0,1,0,0,1,2 
954750,1,2018/10/27,12,12,6,0,0,0,0,0,1,2 
954778,1,2018/10/27,6,6,1,0,0,0,0,0,1,2 
954832,204,2018/10/27,489,399,134,0,0,227,90,0,2,2 
954904,5,2018/10/27,6,6,6,0,0,3,0,0,1,2 
954940,7,2018/10/28,40,40,26,0,0,5,0,0,1,2 
954948,440,2018/10/28,365,343,153,4,0,190,22,0,2,2 
954958,722,2018/10/28,1407,1387,185,0,2,544,20,0,4,2 
955022,213,2018/10/28,175,174,97,0,0,405,1,0,2,2 
955027,15,2018/10/28,38,38,31,0,0,6,0,0,1,2 
955037,1,2018/10/28,11,11,3,0,0,2,0,0,1,2 
955109,224,2018/10/28,425,425,418,0,0,2,0,0,2,2 
955153,1,2018/10/28,9,9,1,0,0,2,0,0,1,2 
955207,3,2018/10/28,9,9,1,0,0,0,0,0,1,2 
955214,2,2018/10/28,6,6,1,0,0,4,0,0,1,2 
955221,1,2018/10/28,13,13,7,0,0,1,0,0,1,2 
955222,2,2018/10/28,21,21,9,0,0,6,0,0,1,2 
955249,603,2018/10/28,700,694,52,0,0,213,6,0,3,2 
955328,244,2018/10/28,1,0,0,0,0,118,1,0,1,2 
955347,1,2018/10/28,3,3,1,0,0,0,0,0,1,2 
955539,139,2018/10/28,564,558,60,0,1,94,6,0,3,2 
955541,1,2018/10/28,15,15,1,0,0,7,0,0,1,2 
955592,1,2018/10/28,5,5,1,0,0,1,0,0,1,2 
955614,164,2018/10/28,612,587,47,0,0,304,25,0,3,2 
955626,1,2018/10/28,20,19,3,0,0,8,1,0,1,2 
955691,30,2018/10/29,83,83,74,0,0,23,0,0,1,2 
955764,15,2018/10/29,96,96,84,0,0,16,0,0,1,2 
955826,18,2018/10/29,105,104,2,0,0,23,1,0,2,2 
955906,8,2018/10/29,20,20,1,0,0,5,0,0,1,2 
955950,1,2018/10/29,12,12,1,0,0,9,0,0,1,2 
955980,2,2018/10/29,10,10,1,0,0,2,0,0,1,2 
956026,2,2018/10/29,16,16,11,0,0,4,0,0,1,2 
956088,4,2018/10/29,10,10,1,0,0,0,0,0,1,2 
956104,255,2018/10/29,490,490,448,0,0,160,0,0,2,2 
956114,4,2018/10/29,8,8,1,0,0,4,0,0,1,2 
956116,348,2018/10/29,2203,2169,13,0,1,782,34,0,5,2 
956203,1323,2018/10/29,813,796,76,0,0,943,17,0,3,2 
956216,1,2018/10/29,10,10,1,0,0,5,0,0,1,2 
956250,4,2018/10/30,7,7,1,0,0,0,0,0,1,2 
956273,8,2018/10/30,34,34,34,0,0,9,0,0,1,2 
956298,156,2018/10/30,398,398,407,0,0,1,0,0,2,2 
956357,1,2018/10/30,8,8,0,0,0,0,0,0,1,2 
956366,511,2018/10/30,1606,1583,106,0,0,1161,23,0,4,2 
956368,9,2018/10/30,1,1,1,0,0,6,0,0,1,2 
956372,7,2018/10/30,44,44,13,0,0,1,0,0,1,2 
956376,57,2018/10/30,213,213,205,0,0,45,0,0,2,2 
956379,2,2018/10/30,7,7,0,0,0,1,0,0,1,2 
956437,11,2018/10/30,30,29,16,0,0,75,1,0,1,2 
956440,13,2018/10/30,67,67,53,0,0,1,0,0,1,2 
956468,7,2018/10/30,32,32,18,0,0,15,0,0,1,2 
956471,1,2018/10/30,19,19,13,0,0,4,0,0,1,2 
956543,167,2018/10/30,530,522,83,0,0,211,8,0,3,2 
956561,5,2018/10/30,0,0,1,0,0,6,0,0,1,2 
956604,19,2018/10/30,101,101,91,0,0,8,0,0,2,2 
956624,34,2018/10/30,217,217,194,0,0,100,0,0,2,2 
956653,41,2018/10/30,37,37,97,0,0,20,0,0,1,2 
956687,2,2018/10/30,20,20,9,0,0,6,0,0,1,2 
956759,1,2018/10/30,9,9,1,0,0,0,0,0,1,2 
956793,61,2018/10/30,420,420,395,0,0,1,0,0,2,2 
956878,4,2018/10/30,22,22,21,0,0,0,0,0,1,2 
956882,325,2018/10/30,278,277,221,0,0,145,1,0,2,2 
956948,102,2018/10/30,458,457,72,0,0,89,1,0,2,2 
956991,4,2018/10/31,9,9,1,0,0,1,0,0,1,2 
956995,10,2018/10/31,7,5,37,0,0,8,2,0,1,2 
957039,1,2018/10/31,13,13,52,0,0,1,0,0,1,2 
957058,26,2018/10/31,141,141,120,0,0,8,0,0,2,2 
957142,167,2018/10/31,139,139,131,0,0,63,0,0,2,2 
957145,3,2018/10/31,23,23,15,0,0,0,0,0,1,2 
957146,4,2018/10/31,16,16,8,0,0,11,0,0,1,2 
957179,1,2018/10/31,7,7,1,0,0,0,0,0,1,2 
957198,94,2018/10/31,215,215,213,0,0,41,0,0,2,2 
957242,85,2018/10/31,177,177,200,0,0,0,0,0,2,2 
957282,1,2018/10/31,11,11,51,0,0,0,0,0,1,2 
957304,3,2018/10/31,42,42,8,0,0,11,0,0,1,2 
957324,3,2018/10/31,13,12,9,0,0,6,1,0,1,2 
957354,425,2018/10/31,700,678,90,0,3,1251,22,0,3,2 
957385,37,2018/10/31,121,121,85,0,0,23,0,0,2,2 
957388,53,2018/10/31,206,203,51,0,0,63,3,0,2,2 
957392,1,2018/10/31,24,24,87,0,0,5,0,0,1,2 
957441,1,2018/10/31,14,14,5,0,0,0,0,0,0,2 
957483,5,2018/10/31,10,10,20,0,0,6,0,0,1,2 
957490,8,2018/10/31,28,28,14,0,0,22,0,0,1,2 
957519,29,2018/10/31,167,165,97,0,0,56,2,0,2,2 
957531,10,2018/10/31,34,34,23,0,0,10,0,0,1,2 
957604,28,2018/10/31,23,23,1,0,0,39,0,0,1,2 
957609,1,2018/10/31,5,5,1,0,0,2,0,0,1,2 
957649,147,2018/10/31,333,314,61,0,0,384,19,0,2,2 
957757,3,2018/10/31,18,17,6,0,0,5,1,0,1,2 
957864,172,2018/11/1,2290,2259,129,0,0,278,31,0,5,2 
957884,31,2018/11/1,140,140,115,0,0,3,0,0,2,2 
957894,3,2018/11/1,10,10,1,0,0,1,0,0,1,2 
957948,65,2018/11/1,76,75,38,0,0,7,1,0,1,2 
957965,55,2018/11/1,155,155,134,0,0,32,0,0,2,2 
958058,1,2018/11/1,14,14,2,0,0,1,0,0,1,2 
958112,160,2018/11/1,394,388,285,0,0,72,6,0,2,2 
958126,10,2018/11/1,9,9,0,0,0,27,0,0,1,2 
958147,1,2018/11/1,7,7,1,0,0,0,0,0,1,2 
958321,15,2018/11/1,86,84,55,0,0,15,2,0,1,2 
958406,2,2018/11/1,20,19,7,0,0,9,1,0,1,2 
958425,4,2018/11/1,28,28,22,0,0,5,0,0,1,2 
958618,8,2018/11/2,13,13,2,0,0,12,0,0,1,2 
958629,4,2018/11/2,3,3,0,0,0,0,0,0,1,2 
958640,135,2018/11/2,232,230,206,0,0,118,2,0,2,2 
958709,19,2018/11/2,153,153,140,0,0,73,0,0,2,2 
958735,1,2018/11/2,10,10,1,0,0,1,0,0,1,2 
958787,21,2018/11/2,176,170,59,0,0,73,6,0,2,2 
958812,88,2018/11/2,293,289,236,0,0,702,4,0,2,2 
958905,2,2018/11/2,5,5,7,0,0,0,0,0,1,2 
958969,3,2018/11/2,10,10,1,0,0,0,0,0,1,2 
959009,1,2018/11/2,6,6,0,0,0,0,0,0,1,2 
959076,1,2018/11/2,8,8,1,0,0,0,0,0,1,2 
959096,14,2018/11/2,79,79,77,0,0,2,0,0,1,2 
959109,11,2018/11/2,20,20,13,0,0,10,0,0,1,2 
959167,5,2018/11/2,8,7,1,0,0,0,1,0,1,2 
959277,1,2018/11/3,10,10,1,0,0,0,0,0,0,2 
959340,4,2018/11/3,21,19,10,0,0,8,2,0,1,2 
959351,74,2018/11/3,363,352,284,0,0,21,11,0,2,2 
959415,190,2018/11/3,329,327,284,0,0,74,2,0,2,2 
959423,60,2018/11/3,364,364,355,0,0,0,0,0,2,2 
959432,6,2018/11/3,13,13,9,0,0,7,0,0,1,2 
959437,3,2018/11/3,9,9,5,0,0,2,0,0,1,2 
959461,370,2018/11/3,535,424,24,0,0,292,111,0,3,2 
959480,22,2018/11/3,5,5,1,0,0,1,0,0,1,2 
959507,1,2018/11/3,13,13,1,0,0,5,0,0,1,2 
959604,3,2018/11/3,9,9,5,0,0,5,0,0,1,2 
959621,1,2018/11/3,14,14,1,0,0,0,0,0,1,2 
959639,54,2018/11/3,261,260,74,0,0,44,1,0,2,2 
959858,10,2018/11/3,7,7,1,0,0,20,0,0,1,2 
959883,1,2018/11/4,14,14,1,0,0,0,0,0,1,2 
959903,9,2018/11/4,34,34,27,0,0,5,0,0,1,2 
959931,7,2018/11/4,11,11,17,0,0,6,0,0,1,2 
959937,578,2018/11/4,546,546,478,0,0,50,0,0,3,2 
959949,32,2018/11/4,145,145,102,0,0,1,0,0,2,2 
959981,36,2018/11/4,25,23,1,0,0,70,2,0,1,2 
959999,219,2018/11/4,370,363,174,0,1,343,7,0,2,2 
960006,115,2018/11/4,482,482,449,0,0,12,0,0,2,2 
960020,2,2018/11/4,7,7,1,0,0,0,0,0,1,2 
960099,20,2018/11/4,31,31,35,0,0,2,0,0,1,2 
960109,3,2018/11/4,15,15,9,0,0,1,0,0,1,2 
960157,121,2018/11/4,499,499,465,0,0,3,0,0,2,2 
960238,2,2018/11/4,10,10,1,0,0,0,0,0,1,2 
960275,4,2018/11/4,15,15,16,0,0,0,0,0,1,2 
960423,25,2018/11/4,72,70,71,0,0,22,2,0,1,2 
960495,1101,2018/11/5,718,707,94,0,0,501,11,0,3,2 
960564,5,2018/11/5,29,29,22,0,0,1,0,0,1,2 
960573,16,2018/11/5,86,86,79,0,0,23,0,0,1,2 
960575,62,2018/11/5,271,271,74,0,0,15,0,0,2,2 
960591,86,2018/11/5,356,356,288,0,0,115,0,0,2,2 
960659,7,2018/11/5,33,32,23,0,0,10,1,0,1,2 
960666,921,2018/11/5,2890,2780,1,4,2,1240,110,0,5,2 
960668,61,2018/11/5,398,398,368,0,0,60,0,0,2,2 
960687,18,2018/11/5,114,114,101,0,0,8,0,0,2,2 
960693,1,2018/11/5,11,11,1,0,0,7,0,0,1,2 
960805,38,2018/11/5,1,1,1,0,0,1,0,0,1,2 
960809,20,2018/11/5,138,131,108,0,0,31,7,0,2,2 
960909,4,2018/11/6,6,6,1,0,0,1,0,0,1,2 
960942,5,2018/11/6,16,16,11,0,0,8,0,0,1,2 
960962,6,2018/11/6,2,2,1,0,0,0,0,0,1,2 
960966,6,2018/11/6,44,44,29,0,0,14,0,0,1,2 
960979,4,2018/11/6,23,23,16,0,0,8,0,0,1,2 
960988,3,2018/11/6,8,8,1,0,0,7,0,0,1,2 
961048,43,2018/11/6,51,51,74,0,0,9,0,0,1,2 
961055,20,2018/11/6,9,9,1,0,0,0,0,0,1,2 
961124,71,2018/11/6,168,165,121,0,0,129,3,0,2,2 
961202,57,2018/11/6,56,56,48,0,0,8,0,0,0,2 
961214,17,2018/11/6,45,45,24,0,0,2,0,0,1,2 
961228,3,2018/11/6,21,21,12,0,0,0,0,0,1,2 
961272,7,2018/11/6,10,10,1,0,0,1,0,0,1,2 
961273,22,2018/11/6,155,154,107,10,1,18,1,0,2,2 
961278,2,2018/11/6,28,28,20,0,0,1,0,0,1,2 
961354,1,2018/11/7,10,10,1,0,0,0,0,0,1,2 
961405,5,2018/11/7,23,23,18,0,0,2,0,0,1,2 
961418,4,2018/11/7,9,9,1,0,0,5,0,0,1,2 
961419,776,2018/11/7,1481,1335,61,10,0,2137,146,0,4,2 
961432,34,2018/11/7,117,117,65,0,0,33,0,0,2,2 
961444,7,2018/11/7,16,16,28,0,0,5,0,0,1,2 
961445,74,2018/11/7,109,107,84,0,0,15,2,0,2,2 
961452,2,2018/11/7,25,25,15,0,0,5,0,0,1,2 
961492,537,2018/11/7,787,784,79,0,0,394,3,0,3,2 
961515,7,2018/11/7,46,46,35,0,0,2,0,0,1,2 
961530,68,2018/11/7,281,280,86,0,0,9,1,0,2,2 
961545,39,2018/11/7,112,112,115,0,0,5,0,0,2,2 
961575,14,2018/11/7,40,39,0,0,0,7,1,0,1,2 
961598,139,2018/11/7,230,226,117,0,0,25,4,0,2,2 
961630,1,2018/11/7,11,10,1,0,0,9,1,0,1,2 
961697,2,2018/11/7,19,19,9,0,0,5,0,0,1,2 
961718,1,2018/11/7,9,9,1,0,0,0,0,0,1,2 
961725,83,2018/11/7,297,286,34,0,0,589,11,0,2,2 
961764,162,2018/11/7,112,112,31,0,0,0,0,0,2,2 
961874,4,2018/11/7,18,18,3,0,0,2,0,0,1,2 
961876,5,2018/11/7,11,11,1,0,0,1,0,0,1,2 
961972,2,2018/11/8,11,10,25,0,0,9,1,0,1,2 
962030,7,2018/11/8,3,3,1,0,0,1,0,0,1,2 
962032,2,2018/11/8,10,10,5,0,0,0,0,0,1,2 
962047,65,2018/11/8,11,11,24,0,0,15,0,0,1,2 
962060,4,2018/11/8,42,42,27,0,0,2,0,0,1,2 
